Datetime,Open,High,Low,Close,Volume,Spread
2023.09.01	00:00:00	157.728	157.804	157.274	157.761	827	0	10
2023.09.01	01:00:00	157.759	157.862	157.694	157.765	1614	0	7
2023.09.01	02:00:00	157.767	157.810	157.735	157.739	1485	0	7
2023.09.01	03:00:00	157.739	157.913	157.725	157.760	5031	0	5
2023.09.01	04:00:00	157.754	157.780	157.562	157.748	7450	0	5
2023.09.01	05:00:00	157.749	157.780	157.624	157.683	4577	0	7
2023.09.01	06:00:00	157.684	157.745	157.682	157.696	3079	0	6
2023.09.01	07:00:00	157.696	157.812	157.683	157.808	2892	0	6
2023.09.01	08:00:00	157.808	157.903	157.801	157.826	3748	0	5
2023.09.01	09:00:00	157.827	157.930	157.663	157.908	6423	0	6
2023.09.01	10:00:00	157.908	157.963	157.738	157.867	10235	0	6
2023.09.01	11:00:00	157.867	157.895	157.780	157.805	6298	0	5
2023.09.01	12:00:00	157.803	157.925	157.745	157.745	5406	0	6
2023.09.01	13:00:00	157.745	157.800	157.710	157.732	4718	0	5
2023.09.01	14:00:00	157.732	157.765	157.328	157.329	5983	0	6
2023.09.01	15:00:00	157.330	157.553	157.051	157.235	19771	0	5
2023.09.01	16:00:00	157.235	157.798	157.176	157.746	24909	0	6
2023.09.01	17:00:00	157.724	157.927	157.656	157.810	25028	0	5
2023.09.01	18:00:00	157.811	157.912	157.655	157.704	11859	0	5
2023.09.01	19:00:00	157.704	157.754	157.589	157.605	5793	0	6
2023.09.01	20:00:00	157.604	157.622	157.559	157.583	3586	0	6
2023.09.01	21:00:00	157.582	157.597	157.490	157.532	3571	0	6
2023.09.01	22:00:00	157.532	157.545	157.471	157.517	3670	0	6
2023.09.01	23:00:00	157.518	157.607	157.443	157.459	2680	0	7
2023.09.04	00:00:00	157.411	157.565	157.312	157.489	344	0	40
2023.09.04	01:00:00	157.489	157.553	157.438	157.470	1646	0	7
2023.09.04	02:00:00	157.468	157.477	157.331	157.396	1919	0	7
2023.09.04	03:00:00	157.394	157.607	157.354	157.543	3603	0	7
2023.09.04	04:00:00	157.543	157.628	157.467	157.574	3983	0	7
2023.09.04	05:00:00	157.574	157.621	157.546	157.620	2989	0	7
2023.09.04	06:00:00	157.620	157.664	157.597	157.642	1734	0	7
2023.09.04	07:00:00	157.642	157.659	157.588	157.655	1552	0	6
2023.09.04	08:00:00	157.655	157.731	157.643	157.688	2596	0	7
2023.09.04	09:00:00	157.689	157.772	157.620	157.737	4198	0	7
2023.09.04	10:00:00	157.737	158.178	157.736	158.052	7572	0	6
2023.09.04	11:00:00	158.051	158.140	157.914	158.112	5371	0	6
2023.09.04	12:00:00	158.112	158.144	158.007	158.022	5355	0	6
2023.09.04	13:00:00	158.022	158.114	158.007	158.105	4456	0	6
2023.09.04	14:00:00	158.104	158.197	158.093	158.105	3523	0	7
2023.09.04	15:00:00	158.105	158.153	158.058	158.124	4448	0	7
2023.09.04	16:00:00	158.124	158.251	158.063	158.074	4725	0	5
2023.09.04	17:00:00	158.074	158.085	157.901	157.936	5334	0	6
2023.09.04	18:00:00	157.938	158.167	157.918	158.156	3610	0	7
2023.09.04	19:00:00	158.155	158.172	158.092	158.113	1969	0	7
2023.09.04	20:00:00	158.113	158.152	158.106	158.136	952	0	7
2023.09.04	21:00:00	158.136	158.153	158.132	158.141	744	0	7
2023.09.04	22:00:00	158.140	158.140	158.100	158.117	1028	0	7
2023.09.04	23:00:00	158.116	158.164	158.113	158.150	705	0	7
2023.09.05	00:00:00	158.123	158.123	157.725	158.071	408	0	10
2023.09.05	01:00:00	158.054	158.172	158.048	158.169	745	0	7
2023.09.05	02:00:00	158.168	158.189	158.112	158.136	1219	0	7
2023.09.05	03:00:00	158.133	158.218	158.083	158.137	4030	0	7
2023.09.05	04:00:00	158.138	158.260	158.102	158.192	4320	0	6
2023.09.05	05:00:00	158.192	158.276	158.139	158.269	3087	0	7
2023.09.05	06:00:00	158.269	158.312	158.213	158.309	2754	0	6
2023.09.05	07:00:00	158.306	158.311	158.273	158.287	2838	0	7
2023.09.05	08:00:00	158.287	158.397	158.255	158.389	3250	0	5
2023.09.05	09:00:00	158.388	158.404	158.097	158.227	7676	0	6
2023.09.05	10:00:00	158.227	158.301	158.011	158.024	10751	0	6
2023.09.05	11:00:00	158.021	158.071	157.805	158.008	10248	0	5
2023.09.05	12:00:00	158.008	158.206	157.980	158.194	6476	0	6
2023.09.05	13:00:00	158.195	158.270	158.099	158.113	7032	0	6
2023.09.05	14:00:00	158.112	158.191	158.017	158.136	7042	0	6
2023.09.05	15:00:00	158.135	158.229	157.895	158.148	15317	0	5
2023.09.05	16:00:00	158.149	158.353	158.096	158.283	17750	0	5
2023.09.05	17:00:00	158.277	158.405	158.104	158.157	14157	0	6
2023.09.05	18:00:00	158.155	158.394	158.118	158.357	7784	0	6
2023.09.05	19:00:00	158.358	158.425	158.319	158.403	4002	0	6
2023.09.05	20:00:00	158.404	158.502	158.361	158.462	3173	0	6
2023.09.05	21:00:00	158.461	158.464	158.404	158.420	2653	0	5
2023.09.05	22:00:00	158.420	158.457	158.373	158.379	2853	0	6
2023.09.05	23:00:00	158.379	158.390	158.335	158.370	1513	0	6
2023.09.06	00:00:00	158.400	158.406	158.080	158.337	552	0	10
2023.09.06	01:00:00	158.314	158.402	158.313	158.343	914	0	7
2023.09.06	02:00:00	158.343	158.347	158.079	158.142	2731	0	7
2023.09.06	03:00:00	158.144	158.409	158.143	158.403	4939	0	5
2023.09.06	04:00:00	158.403	158.427	158.179	158.206	4773	0	7
2023.09.06	05:00:00	158.207	158.359	158.149	158.353	3396	0	7
2023.09.06	06:00:00	158.354	158.434	158.243	158.384	3276	0	6
2023.09.06	07:00:00	158.384	158.386	158.179	158.240	2649	0	6
2023.09.06	08:00:00	158.241	158.242	157.842	157.888	4628	0	6
2023.09.06	09:00:00	157.884	158.095	157.767	158.054	6286	0	5
2023.09.06	10:00:00	158.054	158.396	157.940	158.117	11199	0	3
2023.09.06	11:00:00	158.117	158.310	158.088	158.209	6654	0	6
2023.09.06	12:00:00	158.209	158.320	158.107	158.208	5895	0	5
2023.09.06	13:00:00	158.206	158.305	158.180	158.250	5362	0	6
2023.09.06	14:00:00	158.249	158.445	158.245	158.334	6717	0	5
2023.09.06	15:00:00	158.335	158.339	158.110	158.126	7978	0	6
2023.09.06	16:00:00	158.125	158.166	157.954	158.086	14022	0	6
2023.09.06	17:00:00	158.088	158.195	157.966	158.066	21683	0	5
2023.09.06	18:00:00	158.066	158.234	158.026	158.176	5672	0	6
2023.09.06	19:00:00	158.175	158.280	158.150	158.230	3900	0	6
